"DHSID","DHSCC","DHSYEAR","DHSCLUST","CCFIPS","ADM1FIPS","ADM1FIPSNA","ADM1SALBCO","ADM1SALBNA","ADM1DHS","ADM1NAME","DHSREGCO","DHSREGNA","SOURCE","URBAN_RURA","LATNUM","LONGNUM","ALT_GPS","ALT_DEM","DATUM","area","WEALTHQHH","Group","geometry"
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,3,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,4,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000112","GH",2008,112,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.629113,-0.306472,9999,46,"WGS84",0,5,"Control",c(1151923.69821958, 348220.331551959)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,4,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
"GH200800000113","GH",2008,113,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.647419,-0.246577,9999,36,"WGS84",0,5,"Control",c(1173681.71981218, 354887.845910769)
