"DHSID","DHSCC","DHSYEAR","DHSCLUST","CCFIPS","ADM1FIPS","ADM1FIPSNA","ADM1SALBCO","ADM1SALBNA","ADM1DHS","ADM1NAME","DHSREGCO","DHSREGNA","SOURCE","URBAN_RURA","LATNUM","LONGNUM","ALT_GPS","ALT_DEM","DATUM","area","WEALTHQHH","Group","geometry"
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,3,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,3,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,3,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,3,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,4,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000361","GH",2014,361,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.625009,-0.296541,61,97,"WGS84",0,5,"Control",c(1155534.50339062, 346736.041569703)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,3,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,3,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,3,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,3,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,3,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,2,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,2,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,2,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,5,"Control",c(1200970.35574988, 348112.011828746)
"GH201400000375","GH",2014,375,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.628638,-0.171512,53,56,"WGS84",0,4,"Control",c(1200970.35574988, 348112.011828746)
